country,continent,region,income_group,year,records,avg_screen_time_hours,avg_social_media_hours,avg_sleep_hours,avg_addiction_score,avg_anxiety_score,avg_depression_score,avg_mental_health_risk,avg_digital_wellbeing,cyberbullying_victim_rate,problematic_use_rate,high_mental_health_risk_rate
China,Asia,East Asia,Upper-middle,2050,120,7.0588,3.7463,7.0563,61.6701,47.2639,38.0855,45.2056,75.1525,0.1833,0.2583,0.0
China,Asia,East Asia,Upper-middle,2051,101,7.047,3.848,7.0273,63.0185,47.7153,37.6149,45.1613,74.7702,0.2376,0.2871,0.0
China,Asia,East Asia,Upper-middle,2052,96,7.1208,3.7069,6.9422,61.9451,48.5694,40.9372,46.0303,74.4224,0.1875,0.25,0.0
China,Asia,East Asia,Upper-middle,2053,108,7.0886,3.9028,6.8995,64.8739,49.6211,40.9418,47.2569,73.1973,0.2037,0.3519,0.0093
China,Asia,East Asia,Upper-middle,2054,110,7.38,4.0417,6.8598,66.8465,51.916,40.6868,48.5011,71.6573,0.2364,0.3636,0.0
China,Asia,East Asia,Upper-middle,2055,110,7.3214,3.9514,6.9259,64.8722,49.7086,39.8504,47.1618,72.8538,0.2545,0.3545,0.0
China,Asia,East Asia,Upper-middle,2056,98,7.4854,4.0015,6.9686,64.7173,50.421,41.1442,47.3547,72.9691,0.2143,0.3061,0.0
China,Asia,East Asia,Upper-middle,2057,109,7.7312,3.9637,6.9565,64.9241,50.3964,40.6384,47.0031,72.5545,0.2844,0.3303,0.0
China,Asia,East Asia,Upper-middle,2058,102,7.7275,4.2204,6.971,66.9747,50.5995,41.6883,48.0021,72.1619,0.1961,0.4216,0.0
China,Asia,East Asia,Upper-middle,2059,121,7.674,4.0613,6.8712,65.0057,49.942,40.4423,46.6612,72.9722,0.157,0.3719,0.0
China,Asia,East Asia,Upper-middle,2060,112,7.6186,4.0393,7.0903,65.78,49.0856,40.5496,47.1758,72.4665,0.2143,0.3661,0.0
Colombia,South America,Latin America,Upper-middle,2015,101,3.6462,1.9646,7.8486,42.1185,37.7464,26.8155,34.7233,90.238,0.0693,0.0,0.0
Colombia,South America,Latin America,Upper-middle,2016,112,3.9271,2.0893,7.8367,44.412,37.5875,28.9965,35.283,88.4328,0.1071,0.0179,0.0
Colombia,South America,Latin America,Upper-middle,2017,114,3.8168,2.0272,7.9973,43.7246,38.8132,29.1896,35.7301,88.7781,0.1228,0.0088,0.0
Colombia,South America,Latin America,Upper-middle,2018,93,4.0751,2.1223,7.8234,46.1619,39.2103,30.7278,36.5592,86.5151,0.2043,0.0108,0.0
Colombia,South America,Latin America,Upper-middle,2019,94,4.0654,2.1891,7.8191,45.4809,38.1657,29.6919,36.4411,87.8497,0.0851,0.0213,0.0
Colombia,South America,Latin America,Upper-middle,2020,91,4.1903,2.3459,7.7569,45.9699,39.9587,29.4974,36.3622,87.0188,0.1319,0.022,0.0
Colombia,South America,Latin America,Upper-middle,2021,115,4.1328,2.1787,7.7148,45.3444,39.7401,30.2025,36.5172,87.1596,0.1391,0.0174,0.0
Colombia,South America,Latin America,Upper-middle,2022,90,4.2014,2.2256,7.8244,47.2464,40.3122,30.3402,37.4289,86.2169,0.1556,0.0333,0.0
Colombia,South America,Latin America,Upper-middle,2023,115,4.5333,2.4742,7.6784,47.6737,42.197,32.4098,37.9798,85.1288,0.2,0.0174,0.0
Colombia,South America,Latin America,Upper-middle,2024,98,4.311,2.2541,7.9135,45.2873,39.0549,29.2808,36.1432,87.3592,0.1633,0.0102,0.0
Colombia,South America,Latin America,Upper-middle,2025,118,4.7902,2.5227,7.6832,49.9784,41.075,33.316,39.0351,83.9642,0.1525,0.0508,0.0
Colombia,South America,Latin America,Upper-middle,2026,87,4.619,2.5787,7.7963,50.0241,40.2252,33.5483,38.9121,84.314,0.1609,0.0345,0.0
Colombia,South America,Latin America,Upper-middle,2027,103,4.812,2.5707,7.4741,50.0369,42.2149,32.6329,38.8642,83.581,0.1456,0.0777,0.0
Colombia,South America,Latin America,Upper-middle,2028,99,4.8735,2.6727,7.5627,50.9403,41.4894,32.8319,39.4524,83.3876,0.1515,0.0909,0.0
Colombia,South America,Latin America,Upper-middle,2029,98,5.0576,2.8077,7.5133,52.5542,43.6306,33.2918,40.3429,82.5348,0.1735,0.0918,0.0
Colombia,South America,Latin America,Upper-middle,2030,110,5.0123,2.6115,7.6451,50.5184,41.1658,32.6493,39.0793,83.6005,0.1545,0.0545,0.0
Colombia,South America,Latin America,Upper-middle,2031,98,4.9816,2.6234,7.7052,51.8742,42.677,31.7701,39.3588,82.7551,0.1837,0.051,0.0
Colombia,South America,Latin America,Upper-middle,2032,103,5.0132,2.7223,7.5429,51.7717,43.0092,33.8217,40.607,81.7333,0.2427,0.0291,0.0
Colombia,South America,Latin America,Upper-middle,2033,93,5.4708,2.948,7.4466,52.8527,43.4091,34.4545,41.0942,80.9662,0.2366,0.086,0.0
Colombia,South America,Latin America,Upper-middle,2034,101,5.2686,2.8542,7.5515,52.0032,42.8682,33.1636,40.114,82.0478,0.2277,0.0495,0.0
Colombia,South America,Latin America,Upper-middle,2035,121,5.5878,2.9358,7.4929,51.8799,41.4374,32.4637,39.4173,82.405,0.1983,0.0413,0.0
Colombia,South America,Latin America,Upper-middle,2036,102,5.7283,3.0243,7.4251,54.7969,43.9419,34.7649,41.6617,79.8434,0.2451,0.1275,0.0
Colombia,South America,Latin America,Upper-middle,2037,99,5.6082,3.1101,7.3906,55.5393,44.7428,34.742,41.6245,79.3935,0.2424,0.0909,0.0
Colombia,South America,Latin America,Upper-middle,2038,104,6.0842,3.2685,7.3608,57.6415,45.4225,36.664,43.0068,78.99,0.1538,0.1058,0.0
Colombia,South America,Latin America,Upper-middle,2039,95,6.0567,3.3388,7.2338,56.1605,45.5775,34.6212,41.7425,79.9424,0.1263,0.1263,0.0
Colombia,South America,Latin America,Upper-middle,2040,110,6.0628,3.2254,7.402,56.8865,44.7978,36.3685,42.6811,79.4935,0.1818,0.1273,0.0
Colombia,South America,Latin America,Upper-middle,2041,87,6.1686,3.3682,7.2063,57.5964,44.6243,38.2,43.1675,79.1706,0.1609,0.1034,0.0
Colombia,South America,Latin America,Upper-middle,2042,91,6.2067,3.3586,7.0792,56.0809,47.2349,36.9921,43.1656,78.7636,0.1758,0.1319,0.0
Colombia,South America,Latin America,Upper-middle,2043,102,6.3474,3.3214,7.2728,57.9702,44.4451,37.1363,43.0885,78.3636,0.1471,0.1667,0.0
Colombia,South America,Latin America,Upper-middle,2044,120,6.2012,3.3506,7.1254,59.4762,46.9321,37.2512,44.1579,77.3273,0.1667,0.2167,0.0083
Colombia,South America,Latin America,Upper-middle,2045,92,6.4223,3.4351,7.0961,59.4226,47.184,37.6386,44.4862,76.3715,0.2174,0.1413,0.0
Colombia,South America,Latin America,Upper-middle,2046,100,6.434,3.514,7.1647,58.2935,46.5679,38.0564,43.6993,77.9946,0.16,0.14,0.0
Colombia,South America,Latin America,Upper-middle,2047,111,6.6094,3.559,7.1888,58.9185,46.7528,37.9537,43.9568,77.9262,0.1622,0.1982,0.018
Colombia,South America,Latin America,Upper-middle,2048,104,6.956,3.7008,7.1319,60.3665,45.6041,38.8168,44.2661,76.6319,0.1635,0.2019,0.0
Colombia,South America,Latin America,Upper-middle,2049,93,6.7343,3.7026,7.1016,61.6915,47.4256,38.5159,44.9126,75.0654,0.2258,0.2581,0.0
Colombia,South America,Latin America,Upper-middle,2050,104,7.0604,3.6789,7.1513,60.5545,46.953,36.7326,44.588,76.4945,0.1635,0.2212,0.0
Colombia,South America,Latin America,Upper-middle,2051,106,6.9715,3.7084,7.1337,61.1317,45.9046,39.5583,44.9794,75.5692,0.217,0.2547,0.0
Colombia,South America,Latin America,Upper-middle,2052,110,7.2103,3.8587,6.9325,63.977,50.129,39.183,46.4933,74.0405,0.1636,0.3,0.0
Colombia,South America,Latin America,Upper-middle,2053,106,7.1493,3.6542,7.3671,63.2774,48.5675,37.6656,45.7641,75.0926,0.2264,0.2547,0.0
Colombia,South America,Latin America,Upper-middle,2054,110,7.273,3.8565,7.0903,63.1675,48.0673,39.1547,45.8251,74.1415,0.2455,0.2818,0.0
Colombia,South America,Latin America,Upper-middle,2055,95,7.5046,3.9155,7.0942,64.6358,48.3111,39.5489,45.9275,73.5657,0.2421,0.3368,0.0
Colombia,South America,Latin America,Upper-middle,2056,90,7.2534,3.8358,6.9569,62.5429,48.9989,40.4768,46.5484,74.684,0.1556,0.2778,0.0111
Colombia,South America,Latin America,Upper-middle,2057,105,7.6485,4.1804,6.8744,66.6282,49.2921,40.4791,47.3909,71.4949,0.2857,0.419,0.0
Colombia,South America,Latin America,Upper-middle,2058,96,7.5591,3.9542,7.1173,65.637,49.6612,38.3761,46.9698,73.6874,0.1354,0.3542,0.0
Colombia,South America,Latin America,Upper-middle,2059,116,7.7147,4.1928,6.9153,66.3376,50.0779,39.4744,47.1028,72.2736,0.1897,0.3879,0.0
Colombia,South America,Latin America,Upper-middle,2060,99,8.0092,4.1492,6.9088,66.5823,50.328,40.1131,47.5087,72.5834,0.1212,0.3535,0.0
Costa Rica,North America,Latin America,Upper-middle,2015,99,3.704,1.9886,7.8279,42.7836,38.1513,30.081,35.5016,88.8589,0.1111,0.0,0.0
Costa Rica,North America,Latin America,Upper-middle,2016,102,3.5108,1.8955,7.8502,43.2609,39.5366,28.2467,35.3632,89.0469,0.0882,0.0196,0.0
Costa Rica,North America,Latin America,Upper-middle,2017,87,3.7824,2.0592,7.9169,44.3299,37.6746,28.5715,35.534,88.5478,0.092,0.0,0.0
Costa Rica,North America,Latin America,Upper-middle,2018,86,3.909,2.0859,7.764,44.1226,40.5526,29.8794,36.3563,88.1043,0.1047,0.0349,0.0
Costa Rica,North America,Latin America,Upper-middle,2019,91,4.0438,2.1544,7.8838,46.6603,38.9713,29.6498,36.2238,86.661,0.1319,0.033,0.0
Costa Rica,North America,Latin America,Upper-middle,2020,97,4.1389,2.26,7.6286,44.8819,40.6999,30.6453,36.8263,87.443,0.0825,0.0103,0.0
Costa Rica,North America,Latin America,Upper-middle,2021,109,4.2268,2.2156,8.019,45.4498,35.8497,28.8971,35.227,88.1499,0.1284,0.0092,0.0
Costa Rica,North America,Latin America,Upper-middle,2022,98,4.2783,2.3595,7.7039,47.8774,40.0734,30.7759,37.7109,85.7722,0.1531,0.0306,0.0
Costa Rica,North America,Latin America,Upper-middle,2023,105,4.4068,2.3938,7.7321,46.7394,40.7441,32.3732,37.768,85.6077,0.2286,0.0286,0.0
Costa Rica,North America,Latin America,Upper-middle,2024,106,4.4855,2.44,7.5978,48.3355,40.8775,32.9407,38.0982,84.5269,0.217,0.0,0.0
Costa Rica,North America,Latin America,Upper-middle,2025,93,4.5154,2.387,7.6437,47.1283,40.9838,30.8239,37.4434,86.2546,0.1075,0.0215,0.0
Costa Rica,North America,Latin America,Upper-middle,2026,98,4.7064,2.4757,7.6096,51.0405,43.2387,33.3484,39.7653,83.1339,0.1531,0.0306,0.0
Costa Rica,North America,Latin America,Upper-middle,2027,109,4.7017,2.4825,7.6172,49.7805,40.7905,32.4262,38.5075,84.5514,0.1193,0.0275,0.0
Costa Rica,North America,Latin America,Upper-middle,2028,98,4.9438,2.6186,7.535,51.566,42.5134,33.0479,39.9871,83.248,0.1224,0.0408,0.0
Costa Rica,North America,Latin America,Upper-middle,2029,102,4.8736,2.6367,7.5386,50.2253,41.2471,31.9306,38.793,84.0328,0.1765,0.0588,0.0
Costa Rica,North America,Latin America,Upper-middle,2030,110,4.8311,2.5521,7.7057,50.1836,42.3539,32.8657,39.6654,83.6394,0.1727,0.0182,0.0
Costa Rica,North America,Latin America,Upper-middle,2031,111,5.1929,2.8101,7.6324,52.3796,42.3886,32.0551,39.2794,82.9023,0.1622,0.045,0.0
Costa Rica,North America,Latin America,Upper-middle,2032,104,5.0879,2.6278,7.6453,50.3494,41.9917,30.5811,38.492,83.7197,0.2019,0.0577,0.0
Costa Rica,North America,Latin America,Upper-middle,2033,108,5.3308,2.861,7.4865,52.9991,42.6192,33.7461,40.1749,82.1154,0.1667,0.0926,0.0
Costa Rica,North America,Latin America,Upper-middle,2034,108,5.2879,2.8028,7.357,52.7964,45.3459,34.6846,41.5569,81.5555,0.1667,0.0741,0.0
Costa Rica,North America,Latin America,Upper-middle,2035,131,5.4038,2.9034,7.3904,52.4563,44.2724,34.2696,40.6473,81.7589,0.145,0.0763,0.0
Costa Rica,North America,Latin America,Upper-middle,2036,91,5.6292,2.9792,7.3731,55.2852,46.5944,34.3951,42.3234,80.6845,0.1209,0.0989,0.0
Costa Rica,North America,Latin America,Upper-middle,2037,82,5.6268,3.0246,7.405,55.2194,43.2012,33.4141,40.8635,80.683,0.1585,0.0854,0.0
Costa Rica,North America,Latin America,Upper-middle,2038,109,5.9461,3.1257,7.4097,55.0445,44.5183,34.5112,41.935,80.8749,0.1009,0.1101,0.0
Costa Rica,North America,Latin America,Upper-middle,2039,126,5.8587,3.1106,7.4,56.0402,43.8802,35.7367,41.8565,80.0446,0.127,0.127,0.0
Costa Rica,North America,Latin America,Upper-middle,2040,100,5.8963,3.1269,7.3386,55.9254,45.858,36.8477,42.6274,79.7099,0.17,0.1,0.0
Costa Rica,North America,Latin America,Upper-middle,2041,105,6.1636,3.1486,7.3289,56.4981,44.6149,35.0636,42.1838,79.0952,0.1714,0.1238,0.0
Costa Rica,North America,Latin America,Upper-middle,2042,102,6.2433,3.3952,7.186,58.3875,45.9472,35.6285,42.7928,78.255,0.1373,0.1176,0.0
Costa Rica,North America,Latin America,Upper-middle,2043,91,6.4112,3.3441,7.2874,57.1278,45.4732,37.3199,43.0671,78.6524,0.1538,0.1648,0.0
Costa Rica,North America,Latin America,Upper-middle,2044,95,6.1126,3.3311,7.2843,56.9386,46.1212,36.2859,42.6917,78.8977,0.2,0.1579,0.0
Costa Rica,North America,Latin America,Upper-middle,2045,98,6.4627,3.3904,7.2091,58.5657,46.6455,37.8415,43.8088,77.0428,0.2347,0.1224,0.0
Costa Rica,North America,Latin America,Upper-middle,2046,101,6.5766,3.7447,7.1586,62.9574,48.303,38.2089,45.5948,74.3621,0.2871,0.297,0.0
Costa Rica,North America,Latin America,Upper-middle,2047,92,6.5963,3.6053,7.2367,61.0004,46.2339,38.0433,44.5539,75.6398,0.2391,0.2065,0.0
Costa Rica,North America,Latin America,Upper-middle,2048,105,6.6324,3.501,7.0468,60.198,47.3374,38.3547,44.6219,76.3861,0.1905,0.219,0.0
Costa Rica,North America,Latin America,Upper-middle,2049,109,6.9495,3.8259,7.0964,64.1698,48.4696,37.5493,46.2173,74.436,0.1651,0.3486,0.0
Costa Rica,North America,Latin America,Upper-middle,2050,100,6.9763,3.6237,7.0585,61.2092,47.3714,38.9026,45.167,75.9869,0.13,0.25,0.0
Costa Rica,North America,Latin America,Upper-middle,2051,113,6.8929,3.6437,7.1073,61.5814,46.0983,37.9391,44.4931,75.3735,0.2566,0.2035,0.0
Costa Rica,North America,Latin America,Upper-middle,2052,104,7.0161,3.6932,7.1482,62.2862,49.4738,38.5984,46.1431,75.2715,0.1923,0.2308,0.0
Costa Rica,North America,Latin America,Upper-middle,2053,102,7.1604,3.6401,7.1844,60.2165,45.8901,37.8461,44.0835,76.6686,0.2255,0.1961,0.0
Costa Rica,North America,Latin America,Upper-middle,2054,104,7.3651,4.069,6.9517,66.4589,50.3811,39.5575,47.1421,72.6987,0.1731,0.3462,0.0
Costa Rica,North America,Latin America,Upper-middle,2055,101,7.303,3.8332,7.0605,63.6348,50.4525,39.9526,46.6041,74.3441,0.2277,0.2772,0.0
Costa Rica,North America,Latin America,Upper-middle,2056,102,7.5391,4.0017,7.0288,63.8128,47.6941,40.1185,46.587,73.339,0.2941,0.3333,0.0
Costa Rica,North America,Latin America,Upper-middle,2057,92,7.659,4.0767,6.8474,64.7465,49.3171,40.6605,47.1174,72.2486,0.2935,0.337,0.0326
Costa Rica,North America,Latin America,Upper-middle,2058,114,7.6263,3.9096,7.0994,63.8185,48.3404,38.5243,45.9673,74.203,0.2456,0.2807,0.0
Costa Rica,North America,Latin America,Upper-middle,2059,103,7.8601,4.2822,6.9587,67.139,49.1794,39.6825,47.6481,71.9234,0.2233,0.4078,0.0
Costa Rica,North America,Latin America,Upper-middle,2060,103,8.1557,4.2634,6.9328,67.7264,50.9579,40.8914,48.4549,70.8918,0.3107,0.3495,0.0
Czechia,Europe,Eastern Europe,High,2015,92,3.9597,2.2112,8.0234,44.6747,37.513,28.4064,34.9563,88.3638,0.1196,0.0109,0.0
Czechia,Europe,Eastern Europe,High,2016,105,3.9769,2.1491,7.8788,44.4779,37.0083,28.394,35.1577,88.4986,0.1429,0.0095,0.0
Czechia,Europe,Eastern Europe,High,2017,110,4.1414,2.1487,7.9024,44.5595,39.6216,26.9075,34.9394,88.2587,0.1273,0.0091,0.0
Czechia,Europe,Eastern Europe,High,2018,115,4.1794,2.2072,7.7644,45.6689,38.6972,30.241,36.4909,87.0107,0.1739,0.0,0.0
Czechia,Europe,Eastern Europe,High,2019,122,4.1861,2.1318,7.8148,45.0592,39.7176,29.2544,36.2746,87.8579,0.0984,0.0328,0.0
Czechia,Europe,Eastern Europe,High,2020,116,4.4614,2.3487,7.8139,46.4884,39.4834,30.3991,37.0084,86.5867,0.1207,0.0086,0.0
Czechia,Europe,Eastern Europe,High,2021,101,4.3904,2.3628,7.6873,47.7132,39.3255,32.712,37.8305,85.513,0.1584,0.0099,0.0
Czechia,Europe,Eastern Europe,High,2022,104,4.2873,2.3261,7.835,47.2761,40.512,30.5857,37.5786,87.1018,0.0769,0.0288,0.0
Czechia,Europe,Eastern Europe,High,2023,87,4.6945,2.486,7.6953,47.8495,40.2477,31.1049,37.9894,85.5989,0.1149,0.0575,0.0
Czechia,Europe,Eastern Europe,High,2024,108,4.5819,2.4094,7.7591,48.6706,40.0444,30.4801,37.5041,85.9156,0.1204,0.0278,0.0
Czechia,Europe,Eastern Europe,High,2025,88,4.8076,2.5866,7.7526,49.7228,40.106,31.2544,38.0856,85.1899,0.125,0.0341,0.0
Czechia,Europe,Eastern Europe,High,2026,102,4.6576,2.4839,7.7138,48.89,40.5809,31.4625,38.0036,84.7055,0.2255,0.0196,0.0
Czechia,Europe,Eastern Europe,High,2027,87,4.9908,2.7192,7.529,50.6883,41.376,31.3606,38.7246,83.4334,0.1839,0.092,0.0
Czechia,Europe,Eastern Europe,High,2028,104,5.1613,2.7809,7.6375,51.6585,41.1712,30.7477,38.5619,83.0007,0.2308,0.0481,0.0
Czechia,Europe,Eastern Europe,High,2029,118,5.14,2.6569,7.6384,50.1888,41.5896,31.7234,38.7173,84.61,0.1017,0.0593,0.0
Czechia,Europe,Eastern Europe,High,2030,105,5.2127,2.7636,7.5899,53.0589,43.1014,33.1019,40.5988,81.9344,0.1905,0.0381,0.0
Czechia,Europe,Eastern Europe,High,2031,120,5.6253,2.9356,7.4978,55.1227,43.0032,34.6849,41.1443,80.7928,0.1833,0.125,0.0
Czechia,Europe,Eastern Europe,High,2032,110,5.5975,2.8889,7.539,53.9209,41.8252,33.3373,40.4367,81.4604,0.2182,0.0909,0.0
Czechia,Europe,Eastern Europe,High,2033,109,5.441,2.9039,7.3595,54.2849,43.2481,34.089,40.8318,81.1666,0.1376,0.0642,0.0
Czechia,Europe,Eastern Europe,High,2034,107,5.7401,3.0393,7.3507,55.125,44.1269,35.3249,41.7152,80.769,0.1215,0.1028,0.0
Czechia,Europe,Eastern Europe,High,2035,102,5.5182,3.0365,7.4117,53.0628,43.2114,34.4684,40.7738,81.1931,0.1961,0.0784,0.0
Czechia,Europe,Eastern Europe,High,2036,104,5.7193,3.0379,7.5278,55.3854,43.7053,33.1562,41.1662,80.8186,0.1538,0.0769,0.0
Czechia,Europe,Eastern Europe,High,2037,88,5.7122,3.166,7.472,55.1356,44.8081,34.6485,41.6658,80.4893,0.1932,0.1136,0.0
Czechia,Europe,Eastern Europe,High,2038,89,6.044,3.1378,7.3954,56.3109,46.2134,35.5885,42.2427,79.6525,0.1685,0.1011,0.0
Czechia,Europe,Eastern Europe,High,2039,102,6.0852,3.1321,7.5244,54.4643,43.0721,33.7239,40.7515,80.2506,0.2157,0.0588,0.0
Czechia,Europe,Eastern Europe,High,2040,89,6.4878,3.5058,7.2206,60.3548,45.9022,38.4724,44.3893,76.1679,0.2584,0.2472,0.0
Czechia,Europe,Eastern Europe,High,2041,99,6.1603,3.3366,7.387,59.7015,43.992,35.3556,42.9299,77.1263,0.2222,0.1919,0.0
Czechia,Europe,Eastern Europe,High,2042,89,6.5063,3.5294,7.3656,60.6583,45.867,37.079,44.4536,77.0645,0.191,0.191,0.0
Czechia,Europe,Eastern Europe,High,2043,105,6.317,3.2563,7.3586,58.0912,46.0725,36.3549,43.4791,78.2184,0.1905,0.1619,0.0
Czechia,Europe,Eastern Europe,High,2044,120,6.5648,3.5337,7.1193,60.8293,48.858,36.9458,45.1268,76.1546,0.175,0.225,0.0
Czechia,Europe,Eastern Europe,High,2045,113,6.5997,3.5506,7.1453,60.3601,46.7881,36.5381,44.0673,76.7722,0.1593,0.2389,0.0
Czechia,Europe,Eastern Europe,High,2046,97,6.7014,3.5759,7.2332,60.4265,47.9888,35.0766,44.4041,76.297,0.268,0.2371,0.0
Czechia,Europe,Eastern Europe,High,2047,102,6.8429,3.6805,7.106,60.0118,46.8262,37.9759,44.6479,76.4098,0.1765,0.1863,0.0
Czechia,Europe,Eastern Europe,High,2048,104,6.8289,3.6533,7.2419,61.7132,48.3392,37.8748,45.4654,75.8326,0.1923,0.2596,0.0
Czechia,Europe,Eastern Europe,High,2049,98,7.0492,3.86,7.0613,61.9633,48.8626,40.2641,46.1714,74.4504,0.2245,0.2755,0.0102
Czechia,Europe,Eastern Europe,High,2050,109,7.2102,3.9063,7.0972,63.7654,47.6445,39.9914,45.7891,74.1116,0.2385,0.3028,0.0
Czechia,Europe,Eastern Europe,High,2051,99,7.1062,3.7648,7.2058,63.7865,47.2004,39.8248,46.1972,74.5556,0.202,0.2828,0.0
Czechia,Europe,Eastern Europe,High,2052,105,7.1724,3.9206,7.0502,64.1867,47.6687,38.3615,45.8657,73.4781,0.2476,0.3238,0.0
Czechia,Europe,Eastern Europe,High,2053,95,7.4156,4.0354,7.0527,65.1571,48.6125,39.3469,46.8989,73.1818,0.1895,0.3368,0.0
Czechia,Europe,Eastern Europe,High,2054,109,7.5261,4.032,7.0464,65.2556,49.0262,40.8922,47.1655,72.8056,0.2752,0.3578,0.0
Czechia,Europe,Eastern Europe,High,2055,101,7.3993,3.9548,6.9726,64.5551,51.7083,41.8543,47.9533,73.0299,0.2376,0.3366,0.0
Czechia,Europe,Eastern Europe,High,2056,93,7.5782,4.093,6.983,65.0859,48.0542,39.9926,46.559,73.1787,0.2151,0.3333,0.0
Czechia,Europe,Eastern Europe,High,2057,102,7.8122,4.2978,6.969,68.0642,50.7713,40.4653,47.9197,71.3209,0.2647,0.4314,0.0
Czechia,Europe,Eastern Europe,High,2058,106,7.9477,4.2339,6.9995,67.2235,50.1492,41.3904,47.8758,71.7446,0.2264,0.4245,0.0
Czechia,Europe,Eastern Europe,High,2059,112,7.9978,4.2134,6.9876,68.1454,49.3009,39.4015,47.5715,71.4666,0.2411,0.4196,0.0
Czechia,Europe,Eastern Europe,High,2060,107,8.0613,4.3372,6.866,68.6595,49.6017,41.2846,48.5785,70.8137,0.2056,0.4766,0.0093
DR Congo,Africa,Sub-Saharan Africa,Low,2015,108,3.1303,1.6851,8.0567,39.9957,36.9387,26.4637,33.4784,90.6733,0.1296,0.0093,0.0
DR Congo,Africa,Sub-Saharan Africa,Low,2016,103,3.4474,1.8785,7.9673,42.5931,38.5674,26.9671,34.8086,89.335,0.0971,0.0291,0.0
DR Congo,Africa,Sub-Saharan Africa,Low,2017,92,3.0852,1.6597,7.9037,40.3642,37.0351,27.8998,33.5279,90.5229,0.1196,0.0,0.0
DR Congo,Africa,Sub-Saharan Africa,Low,2018,105,3.5464,1.9424,8.0454,43.7319,36.9697,27.5754,35.002,89.0952,0.0762,0.0095,0.0
DR Congo,Africa,Sub-Saharan Africa,Low,2019,83,3.473,1.8623,7.9098,42.7428,39.7923,28.6643,35.5424,89.5218,0.1084,0.0,0.0
DR Congo,Africa,Sub-Saharan Africa,Low,2020,105,3.819,2.1133,7.7703,45.1337,40.7256,30.693,36.8176,87.1496,0.1333,0.0286,0.0
DR Congo,Africa,Sub-Saharan Africa,Low,2021,110,3.9618,2.032,7.8138,44.5714,38.8147,29.4594,35.8175,87.0398,0.2091,0.0273,0.0
DR Congo,Africa,Sub-Saharan Africa,Low,2022,105,4.0108,2.1205,7.873,44.3029,40.5167,29.2097,36.0013,87.9586,0.1238,0.019,0.0
DR Congo,Africa,Sub-Saharan Africa,Low,2023,104,3.9619,2.1025,7.7229,44.5092,39.0855,28.7951,35.9137,87.5643,0.125,0.0192,0.0
DR Congo,Africa,Sub-Saharan Africa,Low,2024,118,4.02,2.1506,7.8058,44.3267,38.7954,30.7793,36.2008,87.5008,0.1441,0.0169,0.0
DR Congo,Africa,Sub-Saharan Africa,Low,2025,92,3.9873,2.1752,7.7332,46.2525,38.8816,29.8742,36.6849,86.2804,0.1739,0.0217,0.0
DR Congo,Africa,Sub-Saharan Africa,Low,2026,92,4.0839,2.23,7.8484,46.5534,39.8372,28.5839,36.4716,87.3125,0.087,0.0217,0.0
DR Congo,Africa,Sub-Saharan Africa,Low,2027,104,4.3378,2.3073,7.8124,46.7839,39.6105,30.0948,36.6386,86.473,0.125,0.0481,0.0
DR Congo,Africa,Sub-Saharan Africa,Low,2028,104,4.4463,2.3918,7.6318,48.0186,40.7685,30.3557,37.4802,85.2694,0.1923,0.0096,0.0
DR Congo,Africa,Sub-Saharan Africa,Low,2029,97,4.5803,2.4844,7.6996,48.2933,40.1688,31.3691,37.5557,85.593,0.1443,0.0309,0.0
DR Congo,Africa,Sub-Saharan Africa,Low,2030,121,4.4807,2.3687,7.7136,47.6326,41.077,28.8466,37.2188,86.1221,0.1157,0.0165,0.0
DR Congo,Africa,Sub-Saharan Africa,Low,2031,102,4.7602,2.5465,7.5518,48.9153,40.9481,32.1571,38.2981,83.9119,0.2451,0.0294,0.0
DR Congo,Africa,Sub-Saharan Africa,Low,2032,106,4.8996,2.6253,7.6073,51.1037,41.2943,33.4361,39.271,83.3302,0.1698,0.0283,0.0
DR Congo,Africa,Sub-Saharan Africa,Low,2033,110,4.8015,2.5755,7.7181,48.5785,40.6826,30.8706,37.7322,85.3245,0.1364,0.0364,0.0
DR Congo,Africa,Sub-Saharan Africa,Low,2034,105,4.9131,2.6107,7.6121,51.7661,42.7104,32.9022,40.285,82.7152,0.181,0.0476,0.0
DR Congo,Africa,Sub-Saharan Africa,Low,2035,104,5.0082,2.7035,7.5066,51.5758,42.162,33.2333,39.5149,82.4912,0.1635,0.0769,0.0
DR Congo,Africa,Sub-Saharan Africa,Low,2036,97,5.2043,2.7216,7.5676,50.954,43.6329,34.0862,40.3122,82.6202,0.1753,0.0309,0.0
DR Congo,Africa,Sub-Saharan Africa,Low,2037,100,5.2347,2.8179,7.519,52.4196,43.6216,34.6383,40.6452,82.5912,0.16,0.07,0.0
DR Congo,Africa,Sub-Saharan Africa,Low,2038,96,5.3654,2.7804,7.4597,51.8329,44.8874,34.7632,40.681,82.0808,0.1771,0.0521,0.0
DR Congo,Africa,Sub-Saharan Africa,Low,2039,83,5.2705,2.7846,7.4647,52.8799,43.7464,35.4964,41.0257,81.3249,0.1687,0.0482,0.0
DR Congo,Africa,Sub-Saharan Africa,Low,2040,113,5.3973,2.8873,7.4427,53.5512,43.9865,33.5119,40.629,81.8017,0.1416,0.0708,0.0
